role_name,mob_status,drop_id,drop_path,container_path,container_type,weight,item_id,quantity_min,quantity_max
Bramblekin,preserved,Drop_Bramblekin,Server/Drops/NPCs/Intelligent/Drop_Bramblekin.json,Container/Containers[0]/Containers[1],Single,50,Food_Chicken_Raw,2,2
Bramblekin,preserved,Drop_Bramblekin,Server/Drops/NPCs/Intelligent/Drop_Bramblekin.json,Container/Containers[1]/Containers[0],Single,75,Ingredient_Bar_Iron,1,2
Bramblekin,preserved,Drop_Bramblekin,Server/Drops/NPCs/Intelligent/Drop_Bramblekin.json,Container/Containers[1]/Containers[1],Single,25,Ingredient_Bar_Cobalt,1,2
Bramblekin,preserved,Drop_Bramblekin,Server/Drops/NPCs/Intelligent/Drop_Bramblekin.json,Container/Containers[2]/Containers[0],Single,10,Potion_Health,,
Bramblekin,preserved,Drop_Bramblekin,Server/Drops/NPCs/Intelligent/Drop_Bramblekin.json,Container/Containers[3]/Containers[0],Single,5,Potion_Health,,
Bramblekin,preserved,Drop_Bramblekin,Server/Drops/NPCs/Intelligent/Drop_Bramblekin.json,Container/Containers[4]/Containers[0],Single,0.1,Weapon_Sword_Doomed,1,4
Bramblekin_Shaman,preserved,Drop_Bramblekin,Server/Drops/NPCs/Intelligent/Drop_Bramblekin.json,Container/Containers[0]/Containers[0],Single,50,Food_Wildmeat_Raw,1,4
Bramblekin_Shaman,preserved,Drop_Bramblekin,Server/Drops/NPCs/Intelligent/Drop_Bramblekin.json,Container/Containers[0]/Containers[1],Single,50,Food_Chicken_Raw,2,2
Bramblekin_Shaman,preserved,Drop_Bramblekin,Server/Drops/NPCs/Intelligent/Drop_Bramblekin.json,Container/Containers[1]/Containers[0],Single,75,Ingredient_Bar_Iron,1,2
Bramblekin_Shaman,preserved,Drop_Bramblekin,Server/Drops/NPCs/Intelligent/Drop_Bramblekin.json,Container/Containers[1]/Containers[1],Single,25,Ingredient_Bar_Cobalt,1,2
Bramblekin_Shaman,preserved,Drop_Bramblekin,Server/Drops/NPCs/Intelligent/Drop_Bramblekin.json,Container/Containers[2]/Containers[0],Single,10,Potion_Health,,
Bramblekin_Shaman,preserved,Drop_Bramblekin,Server/Drops/NPCs/Intelligent/Drop_Bramblekin.json,Container/Containers[3]/Containers[0],Single,5,Potion_Health,,
Bramblekin_Shaman,preserved,Drop_Bramblekin,Server/Drops/NPCs/Intelligent/Drop_Bramblekin.json,Container/Containers[4]/Containers[0],Single,0.1,Weapon_Sword_Doomed,1,4
Cactee,suppressed,Drop_Cactee,Server/Drops/NPCs/Beast/Drop_Cactee.json,Container/Containers[0],Single,100,Plant_Cactus_1,1,1
Cactee,suppressed,Drop_Cactee,Server/Drops/NPCs/Beast/Drop_Cactee.json,Container/Containers[1],Single,100,Plant_Cactus_2,1,1
Cactee,suppressed,Drop_Cactee,Server/Drops/NPCs/Beast/Drop_Cactee.json,Container/Containers[2],Single,100,Plant_Cactus_3,1,1
Camel,suppressed,Drop_Camel,Server/Drops/NPCs/Livestock/Drop_Camel.json,Container/Containers[0]/Containers[0],Single,100,Food_Beef_Raw,2,3
Camel,suppressed,Drop_Camel,Server/Drops/NPCs/Livestock/Drop_Camel.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Hide_Light,1,2
Catfish,preserved,Drop_Catfish,Server/Drops/NPCs/Swimming_Critter/Drop_Catfish.json,Container/Containers[0]/Containers[0],Single,100,Food_Fish_Raw,1,1
Chicken,preserved,Drop_Chicken,Server/Drops/NPCs/Livestock/Drop_Chicken.json,Container/Containers[0]/Containers[0],Single,100,Food_Chicken_Raw,1,2
Chicken,preserved,Drop_Chicken,Server/Drops/NPCs/Livestock/Drop_Chicken.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Hide_Light,1,2
Chicken_Desert,preserved,Drop_Chicken_Desert,Server/Drops/NPCs/Livestock/Drop_Chicken_Desert.json,Container/Containers[0]/Containers[0],Single,100,Food_Chicken_Raw,1,2
Chicken_Desert,preserved,Drop_Chicken_Desert,Server/Drops/NPCs/Livestock/Drop_Chicken_Desert.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Hide_Light,1,2
Chicken_Undead,suppressed,Drop_Chicken_Undead,Server/Drops/NPCs/Undead/Drop_Chicken_Undead.json,Container/Containers[0]/Containers[0],Single,100,Food_Chicken_Raw,1,2
Chicken_Undead,suppressed,Drop_Chicken_Undead,Server/Drops/NPCs/Undead/Drop_Chicken_Undead.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Hide_Light,1,2
Clownfish,preserved,Drop_Clownfish,Server/Drops/NPCs/Swimming_Critter/Drop_Clownfish.json,Container/Containers[0]/Containers[0],Single,100,Food_Fish_Raw,1,1
Cow,preserved,Drop_Cow,Server/Drops/NPCs/Livestock/Drop_Cow.json,Container/Containers[0]/Containers[0],Single,100,Food_Beef_Raw,1,2
Cow,preserved,Drop_Cow,Server/Drops/NPCs/Livestock/Drop_Cow.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Hide_Medium,1,2
Cow_Undead,suppressed,Drop_Cow_Undead,Server/Drops/NPCs/Undead/Drop_Cow_Undead.json,Container/Containers[0]/Containers[0],Single,100,Food_Beef_Raw,1,2
Cow_Undead,suppressed,Drop_Cow_Undead,Server/Drops/NPCs/Undead/Drop_Cow_Undead.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Hide_Light,1,2
Crab,preserved,Drop_Crab,Server/Drops/NPCs/Swimming_Beast/Drop_Crab.json,Container/Containers[0]/Containers[0],Single,100,Food_Fish_Raw,1,1
Crawler_Void,suppressed,Drop_Crawler_Void,Server/Drops/NPCs/Void/Drop_Crawler_Void.json,Container/Containers[0]/Containers[0],Single,100,Ingredient_Void_Essence,1,2
Crawler_Void,suppressed,Drop_Crawler_Void,Server/Drops/NPCs/Void/Drop_Crawler_Void.json,Container/Containers[1]/Containers[0],Single,1,Ingredient_Voidheart,1,1
Crocodile,suppressed,Drop_Crocodile,Server/Drops/NPCs/Beast/Drop_Crocodile.json,Container/Containers[0]/Containers[0],Single,100,Ingredient_Hide_Heavy,2,3
Crocodile,suppressed,Drop_Crocodile,Server/Drops/NPCs/Beast/Drop_Crocodile.json,Container/Containers[1]/Containers[0],Single,100,Food_Wildmeat_Raw,2,3
Crow,preserved,Drop_Crow,Server/Drops/NPCs/Flying_Critter/Drop_Crow.json,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,1
Crow,preserved,Drop_Crow,Server/Drops/NPCs/Flying_Critter/Drop_Crow.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Feathers_Dark,1,2
Deer_Doe,preserved,Drop_Deer_Doe,Server/Drops/NPCs/Wildlife/Drop_Deer_Doe.json,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,2
Deer_Doe,preserved,Drop_Deer_Doe,Server/Drops/NPCs/Wildlife/Drop_Deer_Doe.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Hide_Light,1,2
Deer_Stag,suppressed,Drop_Deer_Stag,Server/Drops/NPCs/Wildlife/Drop_Deer_Stag.json,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,2
Deer_Stag,suppressed,Drop_Deer_Stag,Server/Drops/NPCs/Wildlife/Drop_Deer_Stag.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Hide_Light,1,2
Duck,preserved,Drop_Duck,Server/Drops/NPCs/Flying_Wildlife/Drop_Duck.json,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,1
Duck,preserved,Drop_Duck,Server/Drops/NPCs/Flying_Wildlife/Drop_Duck.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Feathers_Red,1,2
Dungeon_Scarak_Broodmother,suppressed,Drop_Scarak_Broodmother,Server/Drops/NPCs/Beast/Drop_Scarak_Broodmother.json,Container/Containers[0]/Containers[0],Single,100,Ingredient_Sac_Venom,2,3
Dungeon_Scarak_Broodmother,suppressed,Drop_Scarak_Broodmother,Server/Drops/NPCs/Beast/Drop_Scarak_Broodmother.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Chitin_Sturdy,4,6
Dungeon_Scarak_Broodmother_Young,suppressed,Drop_Scarak_Broodmother,Server/Drops/NPCs/Beast/Drop_Scarak_Broodmother.json,Container/Containers[0]/Containers[0],Single,100,Ingredient_Sac_Venom,2,3
Dungeon_Scarak_Broodmother_Young,suppressed,Drop_Scarak_Broodmother,Server/Drops/NPCs/Beast/Drop_Scarak_Broodmother.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Chitin_Sturdy,4,6
Dungeon_Scarak_Defender,suppressed,Drop_Scarak_Defender,Server/Drops/NPCs/Beast/Drop_Scarak_Defender.json,Container/Containers[0]/Containers[0],Single,100,Ingredient_Chitin_Sturdy,2,3
Dungeon_Scarak_Defender_Patrol,suppressed,Drop_Scarak_Defender,Server/Drops/NPCs/Beast/Drop_Scarak_Defender.json,Container/Containers[0]/Containers[0],Single,100,Ingredient_Chitin_Sturdy,2,3
Dungeon_Scarak_Louse,suppressed,Drop_Scarak_Louse,Server/Drops/NPCs/Beast/Drop_Scarak_Louse.json,Container/Containers[0]/Containers[0],Single,30,Ingredient_Chitin_Sturdy,1,1
Dungeon_Scarak_Seeker,suppressed,Drop_Scarak_Fighter,Server/Drops/NPCs/Beast/Drop_Scarak_Fighter.json,Container/Containers[0]/Containers[0],Single,100,Ingredient_Chitin_Sturdy,1,2
Dungeon_Scarak_Seeker_Patrol,suppressed,Drop_Scarak_Fighter,Server/Drops/NPCs/Beast/Drop_Scarak_Fighter.json,Container/Containers[0]/Containers[0],Single,100,Ingredient_Chitin_Sturdy,1,2
Dungeon_Skeleton_Sand_Archer,suppressed,Drop_Skeleton,Server/Drops/NPCs/Undead/Drop_Skeleton.json,Container/Containers[0]/Containers[0],Single,100,Ingredient_Bone_Fragment,1,2
Dungeon_Skeleton_Sand_Archer,suppressed,Drop_Skeleton,Server/Drops/NPCs/Undead/Drop_Skeleton.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Fabric_Scrap_Linen,1,3
Dungeon_Skeleton_Sand_Assassin,suppressed,Drop_Skeleton,Server/Drops/NPCs/Undead/Drop_Skeleton.json,Container/Containers[0]/Containers[0],Single,100,Ingredient_Bone_Fragment,1,2
Dungeon_Skeleton_Sand_Assassin,suppressed,Drop_Skeleton,Server/Drops/NPCs/Undead/Drop_Skeleton.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Fabric_Scrap_Linen,1,3
Dungeon_Skeleton_Sand_Mage,suppressed,Drop_Skeleton,Server/Drops/NPCs/Undead/Drop_Skeleton.json,Container/Containers[0]/Containers[0],Single,100,Ingredient_Bone_Fragment,1,2
Dungeon_Skeleton_Sand_Mage,suppressed,Drop_Skeleton,Server/Drops/NPCs/Undead/Drop_Skeleton.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Fabric_Scrap_Linen,1,3
Dungeon_Skeleton_Sand_Soldier,suppressed,Drop_Skeleton,Server/Drops/NPCs/Undead/Drop_Skeleton.json,Container/Containers[0]/Containers[0],Single,100,Ingredient_Bone_Fragment,1,2
Dungeon_Skeleton_Sand_Soldier,suppressed,Drop_Skeleton,Server/Drops/NPCs/Undead/Drop_Skeleton.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Fabric_Scrap_Linen,1,3
Eel_Moray,preserved,Drop_Eel_Moray,Server/Drops/NPCs/Swimming_Beast/Drop_Eel_Moray.json,Container/Containers[0]/Containers[0],Single,100,Food_Fish_Raw,1,1
Emberwulf,suppressed,Drop_Emberwulf,Server/Drops/NPCs/Beast/Drop_Emberwulf.json,Container/Containers[0]/Containers[0],Single,100,Ingredient_Hide_Heavy,1,2
Emberwulf,suppressed,Drop_Emberwulf,Server/Drops/NPCs/Beast/Drop_Emberwulf.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Fire_Essence,2,3
Eye_Void,suppressed,Drop_Eye_Void,Server/Drops/NPCs/Void/Drop_Eye_Void.json,Container/Containers[0]/Containers[0],Single,100,Ingredient_Void_Essence,4,6
Eye_Void,suppressed,Drop_Eye_Void,Server/Drops/NPCs/Void/Drop_Eye_Void.json,Container/Containers[1]/Containers[0],Single,15,Ingredient_Voidheart,1,1
Fen_Stalker,suppressed,Drop_Fen_Stalker,Server/Drops/NPCs/Swimming_Beast/Drop_Fen_Stalker.json,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,2
Fen_Stalker,suppressed,Drop_Fen_Stalker,Server/Drops/NPCs/Swimming_Beast/Drop_Fen_Stalker.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Hide_Medium,1,1
Feran_Burrower,preserved,Drop_Feran_Burrower,Server/Drops/NPCs/Intelligent/Feran/Drop_Feran_Burrower.json,Container/Containers[0]/Containers[0],Single,100,Ingredient_Bone_Fragment,1,2
Feran_Burrower,preserved,Drop_Feran_Burrower,Server/Drops/NPCs/Intelligent/Feran/Drop_Feran_Burrower.json,Container/Containers[1]/Containers[0],Single,15,Weapon_Daggers_Bone,1,1
Feran_Civilian,preserved,Drop_Feran_Civilian,Server/Drops/NPCs/Intelligent/Feran/Drop_Feran_Civilian.json,Container/Containers[0]/Containers[0],Single,100,Ingredient_Bone_Fragment,1,2
Feran_Longtooth,preserved,Drop_Feran_Sharptooth,Server/Drops/NPCs/Intelligent/Feran/Drop_Feran_Sharptooth.json,Container/Containers[0]/Containers[0],Single,100,Ingredient_Bone_Fragment,1,2
Feran_Longtooth,preserved,Drop_Feran_Sharptooth,Server/Drops/NPCs/Intelligent/Feran/Drop_Feran_Sharptooth.json,Container/Containers[1]/Containers[0],Single,15,Weapon_Sword_Bone,,
Feran_Sharptooth,preserved,Drop_Feran_Sharptooth,Server/Drops/NPCs/Intelligent/Feran/Drop_Feran_Sharptooth.json,Container/Containers[0]/Containers[0],Single,100,Ingredient_Bone_Fragment,1,2
Feran_Sharptooth,preserved,Drop_Feran_Sharptooth,Server/Drops/NPCs/Intelligent/Feran/Drop_Feran_Sharptooth.json,Container/Containers[1]/Containers[0],Single,15,Weapon_Sword_Bone,,
Feran_Windwalker,preserved,Drop_Feran_Windwalker,Server/Drops/NPCs/Intelligent/Feran/Drop_Feran_Windwalker.json,Container/Containers[0]/Containers[0],Single,100,Ingredient_Bone_Fragment,2,3
Finch_Green,preserved,Drop_Finch_Green,Server/Drops/NPCs/Flying_Critter/Drop_Finch_Green.json,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,1
Finch_Green,preserved,Drop_Finch_Green,Server/Drops/NPCs/Flying_Critter/Drop_Finch_Green.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Feathers_Red,1,2
Flamingo,preserved,Drop_Flamingo,Server/Drops/NPCs/Flying_Wildlife/Drop_Flamingo.json,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,1
Flamingo,preserved,Drop_Flamingo,Server/Drops/NPCs/Flying_Wildlife/Drop_Flamingo.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Feathers_Red,1,2
Fox,suppressed,Drop_Fox,Server/Drops/NPCs/Beast/Drop_Fox.json,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,2
Frostgill,preserved,Drop_Frostgill,Server/Drops/NPCs/Swimming_Beast/Drop_Frostgill.json,Container/Containers[0]/Containers[0],Single,100,Food_Fish_Raw,1,1
Ghoul,suppressed,Drop_Ghoul,Server/Drops/NPCs/Undead/Drop_Ghoul.json,Container/Containers[0]/Containers[0],Single,100,Ingredient_Bone_Fragment,1,3
Ghoul,suppressed,Drop_Ghoul,Server/Drops/NPCs/Undead/Drop_Ghoul.json,Container/Containers[1]/Containers[0],Single,50,Ingredient_Fabric_Scrap_Linen,2,6
Goat,preserved,Drop_Goat,Server/Drops/NPCs/Livestock/Drop_Goat.json,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,2
Goat,preserved,Drop_Goat,Server/Drops/NPCs/Livestock/Drop_Goat.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Hide_Light,1,2
Goblin_Lobber,suppressed,Drop_Goblin_Lobber,Server/Drops/NPCs/Intelligent/Goblin/Drop_Goblin_Lobber.json,Container/Containers[0]/Containers[0],Single,100,Ingredient_Powder_Boom,1,3
Goblin_Lobber,suppressed,Drop_Goblin_Lobber,Server/Drops/NPCs/Intelligent/Goblin/Drop_Goblin_Lobber.json,Container/Containers[1]/Containers[0],Single,25,Weapon_Bomb,1,3
Goblin_Lobber,suppressed,Drop_Goblin_Lobber,Server/Drops/NPCs/Intelligent/Goblin/Drop_Goblin_Lobber.json,Container/Containers[2]/Containers[0],Single,100,Ingredient_Fabric_Scrap_Linen,1,3
Goblin_Lobber_Patrol,suppressed,Drop_Goblin_Lobber,Server/Drops/NPCs/Intelligent/Goblin/Drop_Goblin_Lobber.json,Container/Containers[0]/Containers[0],Single,100,Ingredient_Powder_Boom,1,3
Goblin_Lobber_Patrol,suppressed,Drop_Goblin_Lobber,Server/Drops/NPCs/Intelligent/Goblin/Drop_Goblin_Lobber.json,Container/Containers[1]/Containers[0],Single,25,Weapon_Bomb,1,3
Goblin_Lobber_Patrol,suppressed,Drop_Goblin_Lobber,Server/Drops/NPCs/Intelligent/Goblin/Drop_Goblin_Lobber.json,Container/Containers[2]/Containers[0],Single,100,Ingredient_Fabric_Scrap_Linen,1,3
Goblin_Miner,suppressed,Drop_Goblin_Scrapper,Server/Drops/NPCs/Intelligent/Goblin/Drop_Goblin_Scrapper.json,Container/Containers[0]/Containers[0],Single,15,Weapon_Mace_Scrap,,
Goblin_Miner,suppressed,Drop_Goblin_Scrapper,Server/Drops/NPCs/Intelligent/Goblin/Drop_Goblin_Scrapper.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Fabric_Scrap_Linen,1,3
Goblin_Miner_Patrol,suppressed,Drop_Goblin_Scrapper,Server/Drops/NPCs/Intelligent/Goblin/Drop_Goblin_Scrapper.json,Container/Containers[0]/Containers[0],Single,15,Weapon_Mace_Scrap,,
Goblin_Miner_Patrol,suppressed,Drop_Goblin_Scrapper,Server/Drops/NPCs/Intelligent/Goblin/Drop_Goblin_Scrapper.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Fabric_Scrap_Linen,1,3
Goblin_Scavenger,suppressed,Drop_Goblin_Hermit,Server/Drops/NPCs/Intelligent/Goblin/Drop_Goblin_Hermit.json,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Cooked,1,4
Goblin_Scavenger,suppressed,Drop_Goblin_Hermit,Server/Drops/NPCs/Intelligent/Goblin/Drop_Goblin_Hermit.json,Container/Containers[1]/Containers[0],Single,15,Weapon_Shield_Scrap,,
Goblin_Scavenger,suppressed,Drop_Goblin_Hermit,Server/Drops/NPCs/Intelligent/Goblin/Drop_Goblin_Hermit.json,Container/Containers[2]/Containers[0],Single,100,Ingredient_Fabric_Scrap_Linen,1,3
Goblin_Scavenger_Battleaxe,suppressed,Drop_Goblin_Hermit,Server/Drops/NPCs/Intelligent/Goblin/Drop_Goblin_Hermit.json,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Cooked,1,4
Goblin_Scavenger_Battleaxe,suppressed,Drop_Goblin_Hermit,Server/Drops/NPCs/Intelligent/Goblin/Drop_Goblin_Hermit.json,Container/Containers[1]/Containers[0],Single,15,Weapon_Shield_Scrap,,
Goblin_Scavenger_Battleaxe,suppressed,Drop_Goblin_Hermit,Server/Drops/NPCs/Intelligent/Goblin/Drop_Goblin_Hermit.json,Container/Containers[2]/Containers[0],Single,100,Ingredient_Fabric_Scrap_Linen,1,3
Goblin_Scavenger_Sword,suppressed,Drop_Goblin_Hermit,Server/Drops/NPCs/Intelligent/Goblin/Drop_Goblin_Hermit.json,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Cooked,1,4
Goblin_Scavenger_Sword,suppressed,Drop_Goblin_Hermit,Server/Drops/NPCs/Intelligent/Goblin/Drop_Goblin_Hermit.json,Container/Containers[1]/Containers[0],Single,15,Weapon_Shield_Scrap,,
Goblin_Scavenger_Sword,suppressed,Drop_Goblin_Hermit,Server/Drops/NPCs/Intelligent/Goblin/Drop_Goblin_Hermit.json,Container/Containers[2]/Containers[0],Single,100,Ingredient_Fabric_Scrap_Linen,1,3
Goblin_Scrapper,suppressed,Drop_Goblin_Scrapper,Server/Drops/NPCs/Intelligent/Goblin/Drop_Goblin_Scrapper.json,Container/Containers[0]/Containers[0],Single,15,Weapon_Mace_Scrap,,
Goblin_Scrapper,suppressed,Drop_Goblin_Scrapper,Server/Drops/NPCs/Intelligent/Goblin/Drop_Goblin_Scrapper.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Fabric_Scrap_Linen,1,3
Goblin_Scrapper_Patrol,suppressed,Drop_Goblin_Scrapper,Server/Drops/NPCs/Intelligent/Goblin/Drop_Goblin_Scrapper.json,Container/Containers[0]/Containers[0],Single,15,Weapon_Mace_Scrap,,
Goblin_Scrapper_Patrol,suppressed,Drop_Goblin_Scrapper,Server/Drops/NPCs/Intelligent/Goblin/Drop_Goblin_Scrapper.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Fabric_Scrap_Linen,1,3
Golem_Crystal_Earth,suppressed,Drop_Golem_Crystal_Earth,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Earth.json,Container/Containers[0]/Containers[0],Single,100,Rock_Stone_Cobble,14,28
Golem_Crystal_Earth,suppressed,Drop_Golem_Crystal_Earth,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Earth.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Crystal_Green,3,7
Golem_Crystal_Earth,suppressed,Drop_Golem_Crystal_Earth,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Earth.json,Container/Containers[2]/Containers[0],Single,100,Rock_Gem_Emerald,1,1
Golem_Crystal_Flame,suppressed,Drop_Golem_Crystal_Flame,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Flame.json,Container/Containers[0]/Containers[0],Single,100,Rock_Stone_Cobble,25,25
Golem_Crystal_Flame,suppressed,Drop_Golem_Crystal_Flame,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Flame.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Crystal_Red,15,15
Golem_Crystal_Flame,suppressed,Drop_Golem_Crystal_Flame,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Flame.json,Container/Containers[2]/Containers[0],Single,100,Ingredient_Fabric_Scrap_Cindercloth,1,3
Golem_Crystal_Flame,suppressed,Drop_Golem_Crystal_Flame,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Flame.json,Container/Containers[3]/Containers[0],Single,100,Rock_Gem_Ruby,1,1
Golem_Crystal_Frost,suppressed,Drop_Golem_Crystal_Frost,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Frost.json,Container/Containers[0]/Containers[0],Single,100,Rock_Stone_Cobble,25,25
Golem_Crystal_Frost,suppressed,Drop_Golem_Crystal_Frost,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Frost.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Crystal_Blue,15,15
Golem_Crystal_Frost,suppressed,Drop_Golem_Crystal_Frost,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Frost.json,Container/Containers[2]/Containers[0],Single,100,Rock_Gem_Sapphire,1,1
Golem_Crystal_Sand,suppressed,Drop_Golem_Crystal_Sand,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Sand.json,Container/Containers[0]/Containers[0],Single,100,Rock_Stone_Cobble,25,25
Golem_Crystal_Sand,suppressed,Drop_Golem_Crystal_Sand,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Sand.json,Container/Containers[1]/Containers[0],Single,100,Ingredient_Crystal_Cyan,15,15
Golem_Crystal_Sand,suppressed,Drop_Golem_Crystal_Sand,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Sand.json,Container/Containers[2]/Containers[0],Single,100,Rock_Gem_Zephyr,1,1
Golem_Crystal_Thunder,suppressed,Drop_Golem_Crystal_Thunder,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Thunder.json,Container/Containers[0]/Containers[0],Single,100,Rock_Stone_Cobble,25,25
