drop_id,drop_path,category,container_path,container_type,weight,item_id,quantity_min,quantity_max
Drops_Plant_Crop_Berry_Winter_Stage1,Server/Drops/Crop/Berry/Drops_Plant_Crop_Berry_Winter_Stage1.json,Crop,Container/Containers[0],Single,100,Plant_Crop_Berry_Winter_Block,,
Drops_Plant_Crop_Berry_Winter_Stage2,Server/Drops/Crop/Berry/Drops_Plant_Crop_Berry_Winter_Stage2.json,Crop,Container/Containers[0],Single,100,Plant_Crop_Berry_Winter_Block,,
Drops_Plant_Crop_Berry_Winter_Stage3,Server/Drops/Crop/Berry/Drops_Plant_Crop_Berry_Winter_Stage3.json,Crop,Container/Containers[0],Single,100,Plant_Crop_Berry_Winter_Block,,
Drops_Plant_Crop_Berry_Winter_StageFinal,Server/Drops/Crop/Berry/Drops_Plant_Crop_Berry_Winter_StageFinal.json,Crop,Container/Containers[0],Single,,Plant_Fruit_Berries_Red,1,1
Drops_Plant_Crop_Berry_Winter_StageFinal,Server/Drops/Crop/Berry/Drops_Plant_Crop_Berry_Winter_StageFinal.json,Crop,Container/Containers[1],Single,3.0,Plant_Fruit_Berries_Red,1,1
Drops_Plant_Crop_Berry_Winter_StageFinal,Server/Drops/Crop/Berry/Drops_Plant_Crop_Berry_Winter_StageFinal.json,Crop,Container/Containers[2],Single,5,Ingredient_Life_Essence,1,1
Drops_Plant_Crop_Berry_Winter_StageFinal,Server/Drops/Crop/Berry/Drops_Plant_Crop_Berry_Winter_StageFinal.json,Crop,Container/Containers[3],Single,20,Ingredient_Stick,,
Drops_Plant_Crop_Berry_Winter_StageFinal_Harvest,Server/Drops/Crop/Berry/Drops_Plant_Crop_Berry_Winter_StageFinal_Harvest.json,Crop,Container/Containers[0],Single,,Plant_Fruit_Berries_Red,1,1
Drops_Plant_Crop_Berry_Winter_StageFinal_Harvest,Server/Drops/Crop/Berry/Drops_Plant_Crop_Berry_Winter_StageFinal_Harvest.json,Crop,Container/Containers[1],Single,3.0,Plant_Fruit_Berries_Red,1,1
Drops_Plant_Crop_Berry_Winter_StageFinal_Harvest,Server/Drops/Crop/Berry/Drops_Plant_Crop_Berry_Winter_StageFinal_Harvest.json,Crop,Container/Containers[2],Single,5,Ingredient_Life_Essence,1,1
Drops_Plant_Crop_Berry_Winter_StageFinal_Harvest,Server/Drops/Crop/Berry/Drops_Plant_Crop_Berry_Winter_StageFinal_Harvest.json,Crop,Container/Containers[3],Single,20,Ingredient_Stick,,
Drops_Plant_Crop_Carrot_Block,Server/Drops/Crop/Carrot/Drops_Plant_Crop_Carrot_Block.json,Crop,Container/Containers[0],Single,100,Plant_Seeds_Carrot,,
Drops_Plant_Crop_Carrot_Eternal_Block,Server/Drops/Crop/Carrot/Drops_Plant_Crop_Carrot_Eternal_Block.json,Crop,Container/Containers[0],Single,100,Plant_Seeds_Carrot_Eternal,,
Drops_Plant_Crop_Carrot_Eternal_Stage1,Server/Drops/Crop/Carrot/Drops_Plant_Crop_Carrot_Eternal_Stage1.json,Crop,Container/Containers[0],Single,100,Plant_Seeds_Carrot_Eternal,,
Drops_Plant_Crop_Carrot_Eternal_Stage2,Server/Drops/Crop/Carrot/Drops_Plant_Crop_Carrot_Eternal_Stage2.json,Crop,Container/Containers[0],Single,100,Plant_Seeds_Carrot_Eternal,,
Drops_Plant_Crop_Carrot_Eternal_StageFinal,Server/Drops/Crop/Carrot/Drops_Plant_Crop_Carrot_Eternal_StageFinal.json,Crop,Container/Containers[0],Single,,Plant_Crop_Carrot_Item,,
Drops_Plant_Crop_Carrot_Eternal_StageFinal,Server/Drops/Crop/Carrot/Drops_Plant_Crop_Carrot_Eternal_StageFinal.json,Crop,Container/Containers[1],Single,100.0,Ingredient_Life_Essence,2,3
Drops_Plant_Crop_Carrot_Eternal_StageFinal,Server/Drops/Crop/Carrot/Drops_Plant_Crop_Carrot_Eternal_StageFinal.json,Crop,Container/Containers[2],Single,,Plant_Seeds_Carrot_Eternal,,
Drops_Plant_Crop_Carrot_Eternal_StageFinal_Harvest,Server/Drops/Crop/Carrot/Drops_Plant_Crop_Carrot_Eternal_StageFinal_Harvest.json,Crop,Container/Containers[0],Single,,Plant_Crop_Carrot_Item,,
Drops_Plant_Crop_Carrot_Eternal_StageFinal_Harvest,Server/Drops/Crop/Carrot/Drops_Plant_Crop_Carrot_Eternal_StageFinal_Harvest.json,Crop,Container/Containers[1],Single,100.0,Ingredient_Life_Essence,2,3
Drops_Plant_Crop_Carrot_Stage1,Server/Drops/Crop/Carrot/Drops_Plant_Crop_Carrot_Stage1.json,Crop,Container/Containers[0],Single,100,Plant_Seeds_Carrot,,
Drops_Plant_Crop_Carrot_Stage2,Server/Drops/Crop/Carrot/Drops_Plant_Crop_Carrot_Stage2.json,Crop,Container/Containers[0],Single,100,Plant_Seeds_Carrot,,
Drops_Plant_Crop_Carrot_StageFinal,Server/Drops/Crop/Carrot/Drops_Plant_Crop_Carrot_StageFinal.json,Crop,Container/Containers[0],Single,,Plant_Crop_Carrot_Item,,
Drops_Plant_Crop_Carrot_StageFinal,Server/Drops/Crop/Carrot/Drops_Plant_Crop_Carrot_StageFinal.json,Crop,Container/Containers[1],Single,100.0,Ingredient_Life_Essence,3,6
Drops_Plant_Crop_Carrot_StageFinal,Server/Drops/Crop/Carrot/Drops_Plant_Crop_Carrot_StageFinal.json,Crop,Container/Containers[2],Single,0.5,Plant_Seeds_Carrot_Eternal,1,1
Drops_Plant_Crop_Carrot_StageFinal_Harvest,Server/Drops/Crop/Carrot/Drops_Plant_Crop_Carrot_StageFinal_Harvest.json,Crop,Container/Containers[0],Single,,Plant_Crop_Carrot_Item,,
Drops_Plant_Crop_Carrot_StageFinal_Harvest,Server/Drops/Crop/Carrot/Drops_Plant_Crop_Carrot_StageFinal_Harvest.json,Crop,Container/Containers[1],Single,100.0,Ingredient_Life_Essence,3,6
Drops_Plant_Crop_Carrot_StageFinal_Harvest,Server/Drops/Crop/Carrot/Drops_Plant_Crop_Carrot_StageFinal_Harvest.json,Crop,Container/Containers[2],Single,0.5,Plant_Seeds_Carrot_Eternal,1,1
Drops_Plant_Crop_Cauliflower_Block,Server/Drops/Crop/Cauliflower/Drops_Plant_Crop_Cauliflower_Block.json,Crop,Container/Containers[0],Single,100.0,Plant_Seeds_Cauliflower,,
Drops_Plant_Crop_Cauliflower_Eternal_Block,Server/Drops/Crop/Cauliflower/Drops_Plant_Crop_Cauliflower_Eternal_Block.json,Crop,Container/Containers[0],Single,100,Plant_Seeds_Cauliflower_Eternal,,
Drops_Plant_Crop_Cauliflower_Eternal_Stage1,Server/Drops/Crop/Cauliflower/Drops_Plant_Crop_Cauliflower_Eternal_Stage1.json,Crop,Container/Containers[0],Single,100,Plant_Seeds_Cauliflower_Eternal,,
Drops_Plant_Crop_Cauliflower_Eternal_Stage2,Server/Drops/Crop/Cauliflower/Drops_Plant_Crop_Cauliflower_Eternal_Stage2.json,Crop,Container/Containers[0],Single,100,Plant_Seeds_Cauliflower_Eternal,,
Drops_Plant_Crop_Cauliflower_Eternal_StageFinal,Server/Drops/Crop/Cauliflower/Drops_Plant_Crop_Cauliflower_Eternal_StageFinal.json,Crop,Container/Containers[0],Single,,Plant_Crop_Cauliflower_Item,,
Drops_Plant_Crop_Cauliflower_Eternal_StageFinal,Server/Drops/Crop/Cauliflower/Drops_Plant_Crop_Cauliflower_Eternal_StageFinal.json,Crop,Container/Containers[1],Single,100,Ingredient_Life_Essence,3,4
Drops_Plant_Crop_Cauliflower_Eternal_StageFinal,Server/Drops/Crop/Cauliflower/Drops_Plant_Crop_Cauliflower_Eternal_StageFinal.json,Crop,Container/Containers[2],Single,,Plant_Seeds_Cauliflower_Eternal,,
Drops_Plant_Crop_Cauliflower_Eternal_StageFinal_Harvest,Server/Drops/Crop/Cauliflower/Drops_Plant_Crop_Cauliflower_Eternal_StageFinal_Harvest.json,Crop,Container/Containers[0],Single,,Plant_Crop_Cauliflower_Item,,
Drops_Plant_Crop_Cauliflower_Eternal_StageFinal_Harvest,Server/Drops/Crop/Cauliflower/Drops_Plant_Crop_Cauliflower_Eternal_StageFinal_Harvest.json,Crop,Container/Containers[1],Single,100,Ingredient_Life_Essence,3,4
Drops_Plant_Crop_Cauliflower_Stage1,Server/Drops/Crop/Cauliflower/Drops_Plant_Crop_Cauliflower_Stage1.json,Crop,Container/Containers[0],Single,100.0,Plant_Seeds_Cauliflower,,
Drops_Plant_Crop_Cauliflower_Stage2,Server/Drops/Crop/Cauliflower/Drops_Plant_Crop_Cauliflower_Stage2.json,Crop,Container/Containers[0],Single,100.0,Plant_Seeds_Cauliflower,,
Drops_Plant_Crop_Cauliflower_StageFinal,Server/Drops/Crop/Cauliflower/Drops_Plant_Crop_Cauliflower_StageFinal.json,Crop,Container/Containers[0],Single,,Plant_Crop_Cauliflower_Item,,
Drops_Plant_Crop_Cauliflower_StageFinal,Server/Drops/Crop/Cauliflower/Drops_Plant_Crop_Cauliflower_StageFinal.json,Crop,Container/Containers[1],Single,100.0,Ingredient_Life_Essence,4,7
Drops_Plant_Crop_Cauliflower_StageFinal,Server/Drops/Crop/Cauliflower/Drops_Plant_Crop_Cauliflower_StageFinal.json,Crop,Container/Containers[2],Single,0.5,Plant_Seeds_Cauliflower_Eternal,1,1
Drops_Plant_Crop_Cauliflower_StageFinal_Harvest,Server/Drops/Crop/Cauliflower/Drops_Plant_Crop_Cauliflower_StageFinal_Harvest.json,Crop,Container/Containers[0],Single,,Plant_Crop_Cauliflower_Item,,
Drops_Plant_Crop_Cauliflower_StageFinal_Harvest,Server/Drops/Crop/Cauliflower/Drops_Plant_Crop_Cauliflower_StageFinal_Harvest.json,Crop,Container/Containers[1],Single,100.0,Ingredient_Life_Essence,4,7
Drops_Plant_Crop_Cauliflower_StageFinal_Harvest,Server/Drops/Crop/Cauliflower/Drops_Plant_Crop_Cauliflower_StageFinal_Harvest.json,Crop,Container/Containers[2],Single,0.5,Plant_Seeds_Cauliflower_Eternal,1,1
Drops_Plant_Crop_Chilli_Block,Server/Drops/Crop/Chilli/Drops_Plant_Crop_Chilli_Block.json,Crop,Container/Containers[0],Single,100.0,Plant_Seeds_Chilli,,
Drops_Plant_Crop_Chilli_Eternal_Block,Server/Drops/Crop/Chilli/Drops_Plant_Crop_Chilli_Eternal_Block.json,Crop,Container/Containers[0],Single,100,Plant_Seeds_Chilli_Eternal,,
Drops_Plant_Crop_Chilli_Eternal_Stage1,Server/Drops/Crop/Chilli/Drops_Plant_Crop_Chilli_Eternal_Stage1.json,Crop,Container/Containers[0],Single,100,Plant_Seeds_Chilli_Eternal,,
Drops_Plant_Crop_Chilli_Eternal_Stage2,Server/Drops/Crop/Chilli/Drops_Plant_Crop_Chilli_Eternal_Stage2.json,Crop,Container/Containers[0],Single,100,Plant_Seeds_Chilli_Eternal,,
Drops_Plant_Crop_Chilli_Eternal_Stage3,Server/Drops/Crop/Chilli/Drops_Plant_Crop_Chilli_Eternal_Stage3.json,Crop,Container/Containers[0],Single,100,Plant_Seeds_Chilli_Eternal,,
Drops_Plant_Crop_Chilli_Eternal_Stage4,Server/Drops/Crop/Chilli/Drops_Plant_Crop_Chilli_Eternal_Stage4.json,Crop,Container/Containers[0],Single,100,Plant_Seeds_Chilli_Eternal,,
Drops_Plant_Crop_Chilli_Eternal_StageFinal,Server/Drops/Crop/Chilli/Drops_Plant_Crop_Chilli_Eternal_StageFinal.json,Crop,Container/Containers[0],Single,,Plant_Crop_Chilli_Item,1,3
Drops_Plant_Crop_Chilli_Eternal_StageFinal,Server/Drops/Crop/Chilli/Drops_Plant_Crop_Chilli_Eternal_StageFinal.json,Crop,Container/Containers[1],Single,100,Ingredient_Life_Essence,5,6
Drops_Plant_Crop_Chilli_Eternal_StageFinal,Server/Drops/Crop/Chilli/Drops_Plant_Crop_Chilli_Eternal_StageFinal.json,Crop,Container/Containers[2],Single,,Plant_Seeds_Chilli_Eternal,,
Drops_Plant_Crop_Chilli_Eternal_StageFinal_Harvest,Server/Drops/Crop/Chilli/Drops_Plant_Crop_Chilli_Eternal_StageFinal_Harvest.json,Crop,Container/Containers[0],Single,,Plant_Crop_Chilli_Item,1,3
Drops_Plant_Crop_Chilli_Eternal_StageFinal_Harvest,Server/Drops/Crop/Chilli/Drops_Plant_Crop_Chilli_Eternal_StageFinal_Harvest.json,Crop,Container/Containers[1],Single,100,Ingredient_Life_Essence,5,6
Drops_Plant_Crop_Chilli_Stage1,Server/Drops/Crop/Chilli/Drops_Plant_Crop_Chilli_Stage1.json,Crop,Container/Containers[0],Single,100.0,Plant_Seeds_Chilli,,
Drops_Plant_Crop_Chilli_Stage2,Server/Drops/Crop/Chilli/Drops_Plant_Crop_Chilli_Stage2.json,Crop,Container/Containers[0],Single,100.0,Plant_Seeds_Chilli,,
Drops_Plant_Crop_Chilli_Stage3,Server/Drops/Crop/Chilli/Drops_Plant_Crop_Chilli_Stage3.json,Crop,Container/Containers[0],Single,100.0,Plant_Seeds_Chilli,,
Drops_Plant_Crop_Chilli_Stage4,Server/Drops/Crop/Chilli/Drops_Plant_Crop_Chilli_Stage4.json,Crop,Container/Containers[0],Single,100.0,Plant_Seeds_Chilli,,
Drops_Plant_Crop_Chilli_StageFinal,Server/Drops/Crop/Chilli/Drops_Plant_Crop_Chilli_StageFinal.json,Crop,Container/Containers[0],Single,100.0,Plant_Crop_Chilli_Item,1,3
Drops_Plant_Crop_Chilli_StageFinal,Server/Drops/Crop/Chilli/Drops_Plant_Crop_Chilli_StageFinal.json,Crop,Container/Containers[1],Single,,Ingredient_Life_Essence,6,8
Drops_Plant_Crop_Chilli_StageFinal,Server/Drops/Crop/Chilli/Drops_Plant_Crop_Chilli_StageFinal.json,Crop,Container/Containers[2],Single,0.5,Plant_Seeds_Chilli_Eternal,1,1
Drops_Plant_Crop_Chilli_StageFinal_Harvest,Server/Drops/Crop/Chilli/Drops_Plant_Crop_Chilli_StageFinal_Harvest.json,Crop,Container/Containers[0],Single,,Plant_Crop_Chilli_Item,1,3
Drops_Plant_Crop_Chilli_StageFinal_Harvest,Server/Drops/Crop/Chilli/Drops_Plant_Crop_Chilli_StageFinal_Harvest.json,Crop,Container/Containers[1],Single,,Ingredient_Life_Essence,6,8
Drops_Plant_Crop_Chilli_StageFinal_Harvest,Server/Drops/Crop/Chilli/Drops_Plant_Crop_Chilli_StageFinal_Harvest.json,Crop,Container/Containers[2],Single,0.5,Plant_Seeds_Chilli_Eternal,1,1
Drops_Plant_Crop_Corn_Block,Server/Drops/Crop/Corn/Drops_Plant_Crop_Corn_Block.json,Crop,Container/Containers[0],Single,100.0,Plant_Seeds_Corn,,
Drops_Plant_Crop_Corn_Eternal_Block,Server/Drops/Crop/Corn/Drops_Plant_Crop_Corn_Eternal_Block.json,Crop,Container/Containers[0],Single,100,Plant_Seeds_Corn_Eternal,,
Drops_Plant_Crop_Corn_Eternal_Stage1,Server/Drops/Crop/Corn/Drops_Plant_Crop_Corn_Eternal_Stage1.json,Crop,Container/Containers[0],Single,100,Plant_Seeds_Corn_Eternal,,
Drops_Plant_Crop_Corn_Eternal_Stage2,Server/Drops/Crop/Corn/Drops_Plant_Crop_Corn_Eternal_Stage2.json,Crop,Container/Containers[0],Single,100,Plant_Seeds_Corn_Eternal,,
Drops_Plant_Crop_Corn_Eternal_Stage3,Server/Drops/Crop/Corn/Drops_Plant_Crop_Corn_Eternal_Stage3.json,Crop,Container/Containers[0],Single,100,Plant_Seeds_Corn_Eternal,,
Drops_Plant_Crop_Corn_Eternal_StageFinal,Server/Drops/Crop/Corn/Drops_Plant_Crop_Corn_Eternal_StageFinal.json,Crop,Container/Containers[0],Single,,Plant_Crop_Corn_Item,1,2
Drops_Plant_Crop_Corn_Eternal_StageFinal,Server/Drops/Crop/Corn/Drops_Plant_Crop_Corn_Eternal_StageFinal.json,Crop,Container/Containers[1],Single,100,Ingredient_Life_Essence,2,3
Drops_Plant_Crop_Corn_Eternal_StageFinal,Server/Drops/Crop/Corn/Drops_Plant_Crop_Corn_Eternal_StageFinal.json,Crop,Container/Containers[2],Single,,Plant_Seeds_Corn_Eternal,,
Drops_Plant_Crop_Corn_Eternal_StageFinal_Harvest,Server/Drops/Crop/Corn/Drops_Plant_Crop_Corn_Eternal_StageFinal_Harvest.json,Crop,Container/Containers[0],Single,,Plant_Crop_Corn_Item,1,2
Drops_Plant_Crop_Corn_Eternal_StageFinal_Harvest,Server/Drops/Crop/Corn/Drops_Plant_Crop_Corn_Eternal_StageFinal_Harvest.json,Crop,Container/Containers[1],Single,100,Ingredient_Life_Essence,2,3
Drops_Plant_Crop_Corn_Stage1,Server/Drops/Crop/Corn/Drops_Plant_Crop_Corn_Stage1.json,Crop,Container/Containers[0],Single,100.0,Plant_Seeds_Corn,,
Drops_Plant_Crop_Corn_Stage2,Server/Drops/Crop/Corn/Drops_Plant_Crop_Corn_Stage2.json,Crop,Container/Containers[0],Single,100.0,Plant_Seeds_Corn,,
Drops_Plant_Crop_Corn_Stage3,Server/Drops/Crop/Corn/Drops_Plant_Crop_Corn_Stage3.json,Crop,Container/Containers[0],Single,100.0,Plant_Seeds_Corn,,
Drops_Plant_Crop_Corn_StageFinal,Server/Drops/Crop/Corn/Drops_Plant_Crop_Corn_StageFinal.json,Crop,Container/Containers[0],Single,,Plant_Crop_Corn_Item,1,4
Drops_Plant_Crop_Corn_StageFinal,Server/Drops/Crop/Corn/Drops_Plant_Crop_Corn_StageFinal.json,Crop,Container/Containers[1],Single,100.0,Ingredient_Life_Essence,3,6
